age,balance,Cluster,Recommendation
36,36,0,Tabungan Jangka Panjang
45,1,0,Tabungan Jangka Panjang
47,2480,0,Tabungan Jangka Panjang
42,14282,2,Investasi Reksa Dana
40,0,0,Tabungan Jangka Panjang
40,311,0,Tabungan Jangka Panjang
32,560,0,Tabungan Jangka Panjang
33,3059,0,Tabungan Jangka Panjang
32,1423,0,Tabungan Jangka Panjang
46,874,0,Tabungan Jangka Panjang
50,706,0,Tabungan Jangka Panjang
51,7098,2,Investasi Reksa Dana
30,5389,2,Investasi Reksa Dana
39,1104,0,Tabungan Jangka Panjang
47,3070,0,Tabungan Jangka Panjang
40,0,0,Tabungan Jangka Panjang
50,4108,2,Investasi Reksa Dana
60,0,0,Tabungan Jangka Panjang
32,4291,2,Investasi Reksa Dana
57,6822,2,Investasi Reksa Dana
41,231,0,Tabungan Jangka Panjang
50,3176,0,Tabungan Jangka Panjang
46,-824,0,Tabungan Jangka Panjang
31,676,0,Tabungan Jangka Panjang
36,651,0,Tabungan Jangka Panjang
45,2657,0,Tabungan Jangka Panjang
33,801,0,Tabungan Jangka Panjang
47,405,0,Tabungan Jangka Panjang
35,82,0,Tabungan Jangka Panjang
38,179,0,Tabungan Jangka Panjang
33,1047,0,Tabungan Jangka Panjang
44,7138,2,Investasi Reksa Dana
31,165,0,Tabungan Jangka Panjang
31,37,0,Tabungan Jangka Panjang
49,823,0,Tabungan Jangka Panjang
52,1625,0,Tabungan Jangka Panjang
31,120,0,Tabungan Jangka Panjang
35,2957,0,Tabungan Jangka Panjang
31,2,0,Tabungan Jangka Panjang
36,1,0,Tabungan Jangka Panjang
39,1795,0,Tabungan Jangka Panjang
46,4,0,Tabungan Jangka Panjang
48,476,0,Tabungan Jangka Panjang
36,9,0,Tabungan Jangka Panjang
30,131,0,Tabungan Jangka Panjang
33,1120,0,Tabungan Jangka Panjang
57,2785,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
35,43,0,Tabungan Jangka Panjang
53,0,0,Tabungan Jangka Panjang
41,456,0,Tabungan Jangka Panjang
32,2018,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
35,354,0,Tabungan Jangka Panjang
48,719,0,Tabungan Jangka Panjang
34,828,0,Tabungan Jangka Panjang
47,2787,0,Tabungan Jangka Panjang
46,2551,0,Tabungan Jangka Panjang
60,2722,0,Tabungan Jangka Panjang
39,1880,0,Tabungan Jangka Panjang
57,2112,0,Tabungan Jangka Panjang
36,871,0,Tabungan Jangka Panjang
30,850,0,Tabungan Jangka Panjang
33,3243,0,Tabungan Jangka Panjang
30,1567,0,Tabungan Jangka Panjang
36,12,0,Tabungan Jangka Panjang
49,128,0,Tabungan Jangka Panjang
49,553,0,Tabungan Jangka Panjang
40,1694,0,Tabungan Jangka Panjang
49,408,0,Tabungan Jangka Panjang
38,1223,0,Tabungan Jangka Panjang
31,1858,0,Tabungan Jangka Panjang
34,520,0,Tabungan Jangka Panjang
39,271,0,Tabungan Jangka Panjang
40,4396,2,Investasi Reksa Dana
47,568,0,Tabungan Jangka Panjang
37,3665,2,Investasi Reksa Dana
44,244,0,Tabungan Jangka Panjang
55,568,0,Tabungan Jangka Panjang
40,42,0,Tabungan Jangka Panjang
54,309,0,Tabungan Jangka Panjang
35,-180,0,Tabungan Jangka Panjang
32,34646,1,Kredit Usaha Mikro
36,59,0,Tabungan Jangka Panjang
37,4436,2,Investasi Reksa Dana
37,-242,0,Tabungan Jangka Panjang
50,10052,2,Investasi Reksa Dana
58,0,0,Tabungan Jangka Panjang
52,152,0,Tabungan Jangka Panjang
31,156,0,Tabungan Jangka Panjang
40,66,0,Tabungan Jangka Panjang
34,9827,2,Investasi Reksa Dana
53,6170,2,Investasi Reksa Dana
43,2383,0,Tabungan Jangka Panjang
30,635,0,Tabungan Jangka Panjang
34,16,0,Tabungan Jangka Panjang
48,362,0,Tabungan Jangka Panjang
33,191,0,Tabungan Jangka Panjang
37,455,0,Tabungan Jangka Panjang
57,3043,0,Tabungan Jangka Panjang
55,3334,0,Tabungan Jangka Panjang
34,8029,2,Investasi Reksa Dana
44,624,0,Tabungan Jangka Panjang
35,331,0,Tabungan Jangka Panjang
34,2929,0,Tabungan Jangka Panjang
49,1314,0,Tabungan Jangka Panjang
30,289,0,Tabungan Jangka Panjang
32,20,0,Tabungan Jangka Panjang
56,8163,2,Investasi Reksa Dana
50,1200,0,Tabungan Jangka Panjang
32,1732,0,Tabungan Jangka Panjang
45,0,0,Tabungan Jangka Panjang
52,576,0,Tabungan Jangka Panjang
60,493,0,Tabungan Jangka Panjang
47,682,0,Tabungan Jangka Panjang
32,0,0,Tabungan Jangka Panjang
55,3485,0,Tabungan Jangka Panjang
36,2944,0,Tabungan Jangka Panjang
46,1353,0,Tabungan Jangka Panjang
55,0,0,Tabungan Jangka Panjang
30,1541,0,Tabungan Jangka Panjang
54,548,0,Tabungan Jangka Panjang
31,254,0,Tabungan Jangka Panjang
46,4414,2,Investasi Reksa Dana
61,985,0,Tabungan Jangka Panjang
58,1241,0,Tabungan Jangka Panjang
38,3278,0,Tabungan Jangka Panjang
49,412,0,Tabungan Jangka Panjang
43,483,0,Tabungan Jangka Panjang
52,7135,2,Investasi Reksa Dana
33,61,0,Tabungan Jangka Panjang
33,1412,0,Tabungan Jangka Panjang
53,15,0,Tabungan Jangka Panjang
40,27,0,Tabungan Jangka Panjang
44,1196,0,Tabungan Jangka Panjang
42,19,0,Tabungan Jangka Panjang
33,432,0,Tabungan Jangka Panjang
53,988,0,Tabungan Jangka Panjang
60,1614,0,Tabungan Jangka Panjang
33,163,0,Tabungan Jangka Panjang
37,247,0,Tabungan Jangka Panjang
45,236,0,Tabungan Jangka Panjang
34,666,0,Tabungan Jangka Panjang
56,73,0,Tabungan Jangka Panjang
57,96,0,Tabungan Jangka Panjang
32,46,0,Tabungan Jangka Panjang
50,1501,0,Tabungan Jangka Panjang
30,-477,0,Tabungan Jangka Panjang
56,1694,0,Tabungan Jangka Panjang
55,196,0,Tabungan Jangka Panjang
34,462,0,Tabungan Jangka Panjang
52,1227,0,Tabungan Jangka Panjang
32,522,0,Tabungan Jangka Panjang
31,94,0,Tabungan Jangka Panjang
44,267,0,Tabungan Jangka Panjang
33,4570,2,Investasi Reksa Dana
53,25,0,Tabungan Jangka Panjang
46,0,0,Tabungan Jangka Panjang
46,1920,0,Tabungan Jangka Panjang
59,1575,0,Tabungan Jangka Panjang
51,234,0,Tabungan Jangka Panjang
57,3518,2,Investasi Reksa Dana
43,136,0,Tabungan Jangka Panjang
48,830,0,Tabungan Jangka Panjang
33,2054,0,Tabungan Jangka Panjang
59,-546,0,Tabungan Jangka Panjang
58,5188,2,Investasi Reksa Dana
32,1882,0,Tabungan Jangka Panjang
44,792,0,Tabungan Jangka Panjang
47,162,0,Tabungan Jangka Panjang
34,1035,0,Tabungan Jangka Panjang
51,746,0,Tabungan Jangka Panjang
60,17297,1,Kredit Usaha Mikro
46,22,0,Tabungan Jangka Panjang
41,231,0,Tabungan Jangka Panjang
34,296,0,Tabungan Jangka Panjang
31,0,0,Tabungan Jangka Panjang
37,40,0,Tabungan Jangka Panjang
59,2396,0,Tabungan Jangka Panjang
55,2944,0,Tabungan Jangka Panjang
33,7084,2,Investasi Reksa Dana
30,569,0,Tabungan Jangka Panjang
36,0,0,Tabungan Jangka Panjang
44,1138,0,Tabungan Jangka Panjang
36,54,0,Tabungan Jangka Panjang
33,2637,0,Tabungan Jangka Panjang
36,2473,0,Tabungan Jangka Panjang
53,5603,2,Investasi Reksa Dana
47,225,0,Tabungan Jangka Panjang
39,-17,0,Tabungan Jangka Panjang
35,3490,0,Tabungan Jangka Panjang
32,769,0,Tabungan Jangka Panjang
46,-90,0,Tabungan Jangka Panjang
30,1785,0,Tabungan Jangka Panjang
36,-103,0,Tabungan Jangka Panjang
47,555,0,Tabungan Jangka Panjang
52,5303,2,Investasi Reksa Dana
43,1258,0,Tabungan Jangka Panjang
44,1679,0,Tabungan Jangka Panjang
30,1664,0,Tabungan Jangka Panjang
32,8749,2,Investasi Reksa Dana
42,-247,0,Tabungan Jangka Panjang
33,3444,0,Tabungan Jangka Panjang
45,5346,2,Investasi Reksa Dana
45,1144,0,Tabungan Jangka Panjang
28,2351,0,Tabungan Jangka Panjang
32,5514,2,Investasi Reksa Dana
28,123,0,Tabungan Jangka Panjang
44,429,0,Tabungan Jangka Panjang
51,5254,2,Investasi Reksa Dana
56,589,0,Tabungan Jangka Panjang
40,568,0,Tabungan Jangka Panjang
49,10250,2,Investasi Reksa Dana
50,3537,2,Investasi Reksa Dana
58,1947,0,Tabungan Jangka Panjang
37,1967,0,Tabungan Jangka Panjang
27,2329,0,Tabungan Jangka Panjang
47,12026,2,Investasi Reksa Dana
39,1757,0,Tabungan Jangka Panjang
43,107,0,Tabungan Jangka Panjang
34,1012,0,Tabungan Jangka Panjang
35,0,0,Tabungan Jangka Panjang
58,372,0,Tabungan Jangka Panjang
35,7506,2,Investasi Reksa Dana
42,314,0,Tabungan Jangka Panjang
43,860,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
35,3623,2,Investasi Reksa Dana
38,2470,0,Tabungan Jangka Panjang
39,1307,0,Tabungan Jangka Panjang
58,3237,0,Tabungan Jangka Panjang
60,5041,2,Investasi Reksa Dana
56,6619,2,Investasi Reksa Dana
31,1331,0,Tabungan Jangka Panjang
37,1970,0,Tabungan Jangka Panjang
59,1026,0,Tabungan Jangka Panjang
49,249,0,Tabungan Jangka Panjang
30,12857,2,Investasi Reksa Dana
31,2807,0,Tabungan Jangka Panjang
40,5060,2,Investasi Reksa Dana
43,2271,0,Tabungan Jangka Panjang
48,1,0,Tabungan Jangka Panjang
34,676,0,Tabungan Jangka Panjang
28,160,0,Tabungan Jangka Panjang
34,899,0,Tabungan Jangka Panjang
47,1230,0,Tabungan Jangka Panjang
59,0,0,Tabungan Jangka Panjang
32,700,0,Tabungan Jangka Panjang
31,0,0,Tabungan Jangka Panjang
27,67,0,Tabungan Jangka Panjang
35,127,0,Tabungan Jangka Panjang
32,2089,0,Tabungan Jangka Panjang
57,3585,2,Investasi Reksa Dana
58,4152,2,Investasi Reksa Dana
30,816,0,Tabungan Jangka Panjang
37,5447,2,Investasi Reksa Dana
44,275,0,Tabungan Jangka Panjang
57,1540,0,Tabungan Jangka Panjang
34,751,0,Tabungan Jangka Panjang
54,380,0,Tabungan Jangka Panjang
55,1504,0,Tabungan Jangka Panjang
59,1783,0,Tabungan Jangka Panjang
53,2269,0,Tabungan Jangka Panjang
37,5115,2,Investasi Reksa Dana
45,781,0,Tabungan Jangka Panjang
49,-188,0,Tabungan Jangka Panjang
31,761,0,Tabungan Jangka Panjang
31,19,0,Tabungan Jangka Panjang
35,4508,2,Investasi Reksa Dana
37,66,0,Tabungan Jangka Panjang
48,2266,0,Tabungan Jangka Panjang
39,4646,2,Investasi Reksa Dana
34,1494,0,Tabungan Jangka Panjang
49,1050,0,Tabungan Jangka Panjang
41,0,0,Tabungan Jangka Panjang
46,0,0,Tabungan Jangka Panjang
54,2171,0,Tabungan Jangka Panjang
38,3234,0,Tabungan Jangka Panjang
39,11887,2,Investasi Reksa Dana
46,0,0,Tabungan Jangka Panjang
58,5037,2,Investasi Reksa Dana
32,386,0,Tabungan Jangka Panjang
30,8781,2,Investasi Reksa Dana
51,538,0,Tabungan Jangka Panjang
30,5561,2,Investasi Reksa Dana
35,859,0,Tabungan Jangka Panjang
30,0,0,Tabungan Jangka Panjang
30,-617,0,Tabungan Jangka Panjang
43,1429,0,Tabungan Jangka Panjang
47,4189,2,Investasi Reksa Dana
51,580,0,Tabungan Jangka Panjang
32,2615,0,Tabungan Jangka Panjang
53,587,0,Tabungan Jangka Panjang
33,149,0,Tabungan Jangka Panjang
40,3,0,Tabungan Jangka Panjang
42,807,0,Tabungan Jangka Panjang
46,3354,0,Tabungan Jangka Panjang
32,1249,0,Tabungan Jangka Panjang
38,190,0,Tabungan Jangka Panjang
32,550,0,Tabungan Jangka Panjang
30,12737,2,Investasi Reksa Dana
35,0,0,Tabungan Jangka Panjang
36,1207,0,Tabungan Jangka Panjang
43,347,0,Tabungan Jangka Panjang
42,3713,2,Investasi Reksa Dana
40,3352,0,Tabungan Jangka Panjang
32,254,0,Tabungan Jangka Panjang
32,4654,2,Investasi Reksa Dana
41,-386,0,Tabungan Jangka Panjang
34,3043,0,Tabungan Jangka Panjang
40,1547,0,Tabungan Jangka Panjang
32,945,0,Tabungan Jangka Panjang
32,6402,2,Investasi Reksa Dana
36,1295,0,Tabungan Jangka Panjang
45,6993,2,Investasi Reksa Dana
47,4420,2,Investasi Reksa Dana
35,141,0,Tabungan Jangka Panjang
36,11462,2,Investasi Reksa Dana
33,6843,2,Investasi Reksa Dana
30,501,0,Tabungan Jangka Panjang
32,5806,2,Investasi Reksa Dana
45,20138,1,Kredit Usaha Mikro
47,1315,0,Tabungan Jangka Panjang
46,0,0,Tabungan Jangka Panjang
39,7,0,Tabungan Jangka Panjang
30,3929,2,Investasi Reksa Dana
45,7,0,Tabungan Jangka Panjang
43,699,0,Tabungan Jangka Panjang
53,421,0,Tabungan Jangka Panjang
43,4333,2,Investasi Reksa Dana
54,300,0,Tabungan Jangka Panjang
30,7773,2,Investasi Reksa Dana
30,1794,0,Tabungan Jangka Panjang
36,2032,0,Tabungan Jangka Panjang
33,3401,0,Tabungan Jangka Panjang
38,1110,0,Tabungan Jangka Panjang
37,3068,0,Tabungan Jangka Panjang
32,983,0,Tabungan Jangka Panjang
59,2396,0,Tabungan Jangka Panjang
59,6888,2,Investasi Reksa Dana
46,2087,0,Tabungan Jangka Panjang
32,121,0,Tabungan Jangka Panjang
52,3469,0,Tabungan Jangka Panjang
45,5461,2,Investasi Reksa Dana
52,7119,2,Investasi Reksa Dana
31,-35,0,Tabungan Jangka Panjang
31,314,0,Tabungan Jangka Panjang
39,18508,1,Kredit Usaha Mikro
35,5639,2,Investasi Reksa Dana
33,2918,0,Tabungan Jangka Panjang
50,12519,2,Investasi Reksa Dana
36,4069,2,Investasi Reksa Dana
34,4254,2,Investasi Reksa Dana
46,219,0,Tabungan Jangka Panjang
47,0,0,Tabungan Jangka Panjang
39,2263,0,Tabungan Jangka Panjang
31,2589,0,Tabungan Jangka Panjang
41,1982,0,Tabungan Jangka Panjang
59,7049,2,Investasi Reksa Dana
39,1968,0,Tabungan Jangka Panjang
48,7195,2,Investasi Reksa Dana
50,4117,2,Investasi Reksa Dana
31,3950,2,Investasi Reksa Dana
30,495,0,Tabungan Jangka Panjang
31,8629,2,Investasi Reksa Dana
30,455,0,Tabungan Jangka Panjang
34,4536,2,Investasi Reksa Dana
53,1777,0,Tabungan Jangka Panjang
34,3527,2,Investasi Reksa Dana
57,372,0,Tabungan Jangka Panjang
41,92,0,Tabungan Jangka Panjang
40,72,0,Tabungan Jangka Panjang
37,1533,0,Tabungan Jangka Panjang
31,4148,2,Investasi Reksa Dana
58,96,0,Tabungan Jangka Panjang
39,2245,0,Tabungan Jangka Panjang
47,834,0,Tabungan Jangka Panjang
44,4119,2,Investasi Reksa Dana
45,-525,0,Tabungan Jangka Panjang
41,39,0,Tabungan Jangka Panjang
33,0,0,Tabungan Jangka Panjang
30,2766,0,Tabungan Jangka Panjang
30,3300,0,Tabungan Jangka Panjang
42,36,0,Tabungan Jangka Panjang
49,22520,1,Kredit Usaha Mikro
59,7724,2,Investasi Reksa Dana
31,111,0,Tabungan Jangka Panjang
43,2640,0,Tabungan Jangka Panjang
38,3436,0,Tabungan Jangka Panjang
30,0,0,Tabungan Jangka Panjang
35,3636,2,Investasi Reksa Dana
43,3288,0,Tabungan Jangka Panjang
34,2633,0,Tabungan Jangka Panjang
52,580,0,Tabungan Jangka Panjang
46,149,0,Tabungan Jangka Panjang
46,4329,2,Investasi Reksa Dana
37,1097,0,Tabungan Jangka Panjang
42,1275,0,Tabungan Jangka Panjang
23,1003,0,Tabungan Jangka Panjang
53,1004,0,Tabungan Jangka Panjang
26,814,0,Tabungan Jangka Panjang
49,808,0,Tabungan Jangka Panjang
34,859,0,Tabungan Jangka Panjang
28,4465,2,Investasi Reksa Dana
46,0,0,Tabungan Jangka Panjang
26,622,0,Tabungan Jangka Panjang
31,1709,0,Tabungan Jangka Panjang
51,394,0,Tabungan Jangka Panjang
47,1125,0,Tabungan Jangka Panjang
53,-462,0,Tabungan Jangka Panjang
29,550,0,Tabungan Jangka Panjang
32,540,0,Tabungan Jangka Panjang
26,941,0,Tabungan Jangka Panjang
40,1361,0,Tabungan Jangka Panjang
33,-452,0,Tabungan Jangka Panjang
49,518,0,Tabungan Jangka Panjang
60,-71,0,Tabungan Jangka Panjang
41,3234,0,Tabungan Jangka Panjang
36,98,0,Tabungan Jangka Panjang
29,196,0,Tabungan Jangka Panjang
42,936,0,Tabungan Jangka Panjang
33,300,0,Tabungan Jangka Panjang
31,217,0,Tabungan Jangka Panjang
31,163,0,Tabungan Jangka Panjang
26,110,0,Tabungan Jangka Panjang
40,1646,0,Tabungan Jangka Panjang
45,2040,0,Tabungan Jangka Panjang
55,-308,0,Tabungan Jangka Panjang
29,2325,0,Tabungan Jangka Panjang
47,86,0,Tabungan Jangka Panjang
50,1088,0,Tabungan Jangka Panjang
44,0,0,Tabungan Jangka Panjang
56,0,0,Tabungan Jangka Panjang
39,2103,0,Tabungan Jangka Panjang
59,2,0,Tabungan Jangka Panjang
43,51,0,Tabungan Jangka Panjang
36,96,0,Tabungan Jangka Panjang
29,1027,0,Tabungan Jangka Panjang
38,1308,0,Tabungan Jangka Panjang
41,840,0,Tabungan Jangka Panjang
58,5701,2,Investasi Reksa Dana
61,6016,2,Investasi Reksa Dana
36,630,0,Tabungan Jangka Panjang
30,432,0,Tabungan Jangka Panjang
43,-247,0,Tabungan Jangka Panjang
39,52,0,Tabungan Jangka Panjang
48,623,0,Tabungan Jangka Panjang
26,0,0,Tabungan Jangka Panjang
51,100,0,Tabungan Jangka Panjang
37,4089,2,Investasi Reksa Dana
29,1669,0,Tabungan Jangka Panjang
57,169,0,Tabungan Jangka Panjang
25,483,0,Tabungan Jangka Panjang
68,250,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
38,902,0,Tabungan Jangka Panjang
54,2156,0,Tabungan Jangka Panjang
32,2360,0,Tabungan Jangka Panjang
41,201,0,Tabungan Jangka Panjang
48,-92,0,Tabungan Jangka Panjang
59,514,0,Tabungan Jangka Panjang
39,-114,0,Tabungan Jangka Panjang
31,1331,0,Tabungan Jangka Panjang
30,732,0,Tabungan Jangka Panjang
40,1308,0,Tabungan Jangka Panjang
28,0,0,Tabungan Jangka Panjang
52,-970,0,Tabungan Jangka Panjang
32,1246,0,Tabungan Jangka Panjang
34,73,0,Tabungan Jangka Panjang
31,406,0,Tabungan Jangka Panjang
57,4391,2,Investasi Reksa Dana
31,168,0,Tabungan Jangka Panjang
29,1441,0,Tabungan Jangka Panjang
75,3881,2,Investasi Reksa Dana
32,678,0,Tabungan Jangka Panjang
31,141,0,Tabungan Jangka Panjang
41,-94,0,Tabungan Jangka Panjang
22,897,0,Tabungan Jangka Panjang
31,1214,0,Tabungan Jangka Panjang
69,324,0,Tabungan Jangka Panjang
30,2666,0,Tabungan Jangka Panjang
49,10613,2,Investasi Reksa Dana
29,697,0,Tabungan Jangka Panjang
43,953,0,Tabungan Jangka Panjang
28,198,0,Tabungan Jangka Panjang
56,1110,0,Tabungan Jangka Panjang
39,130,0,Tabungan Jangka Panjang
33,315,0,Tabungan Jangka Panjang
38,4383,2,Investasi Reksa Dana
30,313,0,Tabungan Jangka Panjang
29,273,0,Tabungan Jangka Panjang
69,840,0,Tabungan Jangka Panjang
44,309,0,Tabungan Jangka Panjang
35,2707,0,Tabungan Jangka Panjang
31,1109,0,Tabungan Jangka Panjang
26,101,0,Tabungan Jangka Panjang
26,725,0,Tabungan Jangka Panjang
34,309,0,Tabungan Jangka Panjang
42,541,0,Tabungan Jangka Panjang
54,0,0,Tabungan Jangka Panjang
53,1624,0,Tabungan Jangka Panjang
54,0,0,Tabungan Jangka Panjang
48,318,0,Tabungan Jangka Panjang
40,1908,0,Tabungan Jangka Panjang
28,676,0,Tabungan Jangka Panjang
34,1076,0,Tabungan Jangka Panjang
34,1228,0,Tabungan Jangka Panjang
32,0,0,Tabungan Jangka Panjang
31,13,0,Tabungan Jangka Panjang
31,12857,2,Investasi Reksa Dana
66,0,0,Tabungan Jangka Panjang
37,6101,2,Investasi Reksa Dana
33,158,0,Tabungan Jangka Panjang
50,346,0,Tabungan Jangka Panjang
33,697,0,Tabungan Jangka Panjang
56,616,0,Tabungan Jangka Panjang
26,1140,0,Tabungan Jangka Panjang
59,3444,0,Tabungan Jangka Panjang
32,1879,0,Tabungan Jangka Panjang
22,0,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
39,1493,0,Tabungan Jangka Panjang
28,313,0,Tabungan Jangka Panjang
31,1815,0,Tabungan Jangka Panjang
33,700,0,Tabungan Jangka Panjang
66,206,0,Tabungan Jangka Panjang
26,255,0,Tabungan Jangka Panjang
30,270,0,Tabungan Jangka Panjang
28,4987,2,Investasi Reksa Dana
29,673,0,Tabungan Jangka Panjang
49,320,0,Tabungan Jangka Panjang
34,0,0,Tabungan Jangka Panjang
47,292,0,Tabungan Jangka Panjang
42,757,0,Tabungan Jangka Panjang
43,40,0,Tabungan Jangka Panjang
61,1257,0,Tabungan Jangka Panjang
35,1693,0,Tabungan Jangka Panjang
40,5060,2,Investasi Reksa Dana
31,373,0,Tabungan Jangka Panjang
33,369,0,Tabungan Jangka Panjang
69,2346,0,Tabungan Jangka Panjang
30,1599,0,Tabungan Jangka Panjang
41,1066,0,Tabungan Jangka Panjang
31,2603,0,Tabungan Jangka Panjang
22,381,0,Tabungan Jangka Panjang
37,1314,0,Tabungan Jangka Panjang
48,5689,2,Investasi Reksa Dana
85,12114,2,Investasi Reksa Dana
72,0,0,Tabungan Jangka Panjang
46,2232,0,Tabungan Jangka Panjang
26,11862,2,Investasi Reksa Dana
37,127,0,Tabungan Jangka Panjang
53,2152,0,Tabungan Jangka Panjang
33,3552,2,Investasi Reksa Dana
90,1,0,Tabungan Jangka Panjang
54,1872,0,Tabungan Jangka Panjang
67,1341,0,Tabungan Jangka Panjang
42,7702,2,Investasi Reksa Dana
71,4657,2,Investasi Reksa Dana
44,397,0,Tabungan Jangka Panjang
47,0,0,Tabungan Jangka Panjang
44,348,0,Tabungan Jangka Panjang
37,2442,0,Tabungan Jangka Panjang
37,1543,0,Tabungan Jangka Panjang
28,805,0,Tabungan Jangka Panjang
21,2265,0,Tabungan Jangka Panjang
32,312,0,Tabungan Jangka Panjang
51,196,0,Tabungan Jangka Panjang
26,620,0,Tabungan Jangka Panjang
74,1714,0,Tabungan Jangka Panjang
65,2416,0,Tabungan Jangka Panjang
47,335,0,Tabungan Jangka Panjang
38,755,0,Tabungan Jangka Panjang
71,2850,0,Tabungan Jangka Panjang
29,1135,0,Tabungan Jangka Panjang
61,197,0,Tabungan Jangka Panjang
57,720,0,Tabungan Jangka Panjang
37,5355,2,Investasi Reksa Dana
68,445,0,Tabungan Jangka Panjang
29,5359,2,Investasi Reksa Dana
51,1443,0,Tabungan Jangka Panjang
41,4047,2,Investasi Reksa Dana
24,23878,1,Kredit Usaha Mikro
24,167,0,Tabungan Jangka Panjang
59,1047,0,Tabungan Jangka Panjang
85,7613,2,Investasi Reksa Dana
51,117,0,Tabungan Jangka Panjang
39,2266,0,Tabungan Jangka Panjang
44,558,0,Tabungan Jangka Panjang
26,2509,0,Tabungan Jangka Panjang
48,1808,0,Tabungan Jangka Panjang
37,1130,0,Tabungan Jangka Panjang
71,653,0,Tabungan Jangka Panjang
62,2021,0,Tabungan Jangka Panjang
26,313,0,Tabungan Jangka Panjang
43,983,0,Tabungan Jangka Panjang
30,5561,2,Investasi Reksa Dana
50,8345,2,Investasi Reksa Dana
25,1231,0,Tabungan Jangka Panjang
25,3730,2,Investasi Reksa Dana
31,924,0,Tabungan Jangka Panjang
28,2489,0,Tabungan Jangka Panjang
66,995,0,Tabungan Jangka Panjang
41,280,0,Tabungan Jangka Panjang
46,3434,0,Tabungan Jangka Panjang
42,576,0,Tabungan Jangka Panjang
28,1363,0,Tabungan Jangka Panjang
39,581,0,Tabungan Jangka Panjang
42,1376,0,Tabungan Jangka Panjang
35,52,0,Tabungan Jangka Panjang
55,0,0,Tabungan Jangka Panjang
37,549,0,Tabungan Jangka Panjang
29,92,0,Tabungan Jangka Panjang
49,2881,0,Tabungan Jangka Panjang
44,250,0,Tabungan Jangka Panjang
54,602,0,Tabungan Jangka Panjang
28,730,0,Tabungan Jangka Panjang
30,523,0,Tabungan Jangka Panjang
47,293,0,Tabungan Jangka Panjang
34,215,0,Tabungan Jangka Panjang
37,0,0,Tabungan Jangka Panjang
25,42,0,Tabungan Jangka Panjang
29,316,0,Tabungan Jangka Panjang
62,4562,2,Investasi Reksa Dana
58,10180,2,Investasi Reksa Dana
46,0,0,Tabungan Jangka Panjang
56,281,0,Tabungan Jangka Panjang
33,250,0,Tabungan Jangka Panjang
27,0,0,Tabungan Jangka Panjang
60,404,0,Tabungan Jangka Panjang
32,506,0,Tabungan Jangka Panjang
83,1097,0,Tabungan Jangka Panjang
35,3698,2,Investasi Reksa Dana
31,883,0,Tabungan Jangka Panjang
30,2539,0,Tabungan Jangka Panjang
29,2326,0,Tabungan Jangka Panjang
36,811,0,Tabungan Jangka Panjang
57,256,0,Tabungan Jangka Panjang
21,682,0,Tabungan Jangka Panjang
44,483,0,Tabungan Jangka Panjang
23,1506,0,Tabungan Jangka Panjang
34,575,0,Tabungan Jangka Panjang
32,409,0,Tabungan Jangka Panjang
37,1316,0,Tabungan Jangka Panjang
35,671,0,Tabungan Jangka Panjang
47,2351,0,Tabungan Jangka Panjang
61,997,0,Tabungan Jangka Panjang
30,4808,2,Investasi Reksa Dana
70,6422,2,Investasi Reksa Dana
52,31,0,Tabungan Jangka Panjang
28,171,0,Tabungan Jangka Panjang
57,2681,0,Tabungan Jangka Panjang
24,-61,0,Tabungan Jangka Panjang
32,8929,2,Investasi Reksa Dana
65,715,0,Tabungan Jangka Panjang
44,1058,0,Tabungan Jangka Panjang
32,-34,0,Tabungan Jangka Panjang
33,258,0,Tabungan Jangka Panjang
53,0,0,Tabungan Jangka Panjang
31,71,0,Tabungan Jangka Panjang
58,5810,2,Investasi Reksa Dana
30,3473,0,Tabungan Jangka Panjang
47,238,0,Tabungan Jangka Panjang
60,1740,0,Tabungan Jangka Panjang
36,3407,0,Tabungan Jangka Panjang
37,1045,0,Tabungan Jangka Panjang
43,132,0,Tabungan Jangka Panjang
37,1000,0,Tabungan Jangka Panjang
31,115,0,Tabungan Jangka Panjang
31,180,0,Tabungan Jangka Panjang
30,201,0,Tabungan Jangka Panjang
30,8089,2,Investasi Reksa Dana
32,8866,2,Investasi Reksa Dana
35,2,0,Tabungan Jangka Panjang
59,259,0,Tabungan Jangka Panjang
33,1107,0,Tabungan Jangka Panjang
37,1730,0,Tabungan Jangka Panjang
31,447,0,Tabungan Jangka Panjang
26,2786,0,Tabungan Jangka Panjang
53,10185,2,Investasi Reksa Dana
34,978,0,Tabungan Jangka Panjang
